_c-tdf N-FOLD AVERAGE :
,precision, recall, f1, support
0,0.65,0.68,0.66,305
2,0.93,0.93,0.93,1520
avg,0.79,0.80,0.80,1825

 HELDOUT :
,precision, recall, f1, support
0,0.67,0.80,0.73,109
2,0.95,0.92,0.93,500
avg,0.81,0.86,0.83,609

