td-tdf-jsfN-fold results:
,precision, recall, f1, support
0,0.07,0.01,0.02,1069
1,0.77,0.96,0.86,14396
2,0.16,0.03,0.05,3122
avg,0.33,0.33,0.31,18587

Heldout results:
,precision, recall, f1, support
0,0.03,0.01,0.02,361
1,0.77,0.96,0.86,4794
2,0.19,0.03,0.05,1041
avg,0.33,0.33,0.31,6196

